user_id,cohort_month,join_date,period,is_active,revenue
119,2023-02-01,2023-02-01,3,0,0
119,2023-02-01,2023-02-01,4,1,16
119,2023-02-01,2023-02-01,5,0,0
119,2023-02-01,2023-02-01,6,0,0
119,2023-02-01,2023-02-01,7,0,0
119,2023-02-01,2023-02-01,8,0,0
120,2023-05-01,2023-05-01,0,1,22
120,2023-05-01,2023-05-01,1,1,10
120,2023-05-01,2023-05-01,2,0,0
120,2023-05-01,2023-05-01,3,1,14
120,2023-05-01,2023-05-01,4,0,0
120,2023-05-01,2023-05-01,5,1,10
121,2023-07-01,2023-07-01,0,1,8
121,2023-07-01,2023-07-01,1,0,0
121,2023-07-01,2023-07-01,2,1,16
121,2023-07-01,2023-07-01,3,1,7
122,2023-07-01,2023-07-01,0,1,14
122,2023-07-01,2023-07-01,1,1,14
122,2023-07-01,2023-07-01,2,1,21
122,2023-07-01,2023-07-01,3,0,0
123,2023-05-01,2023-05-01,0,1,7
123,2023-05-01,2023-05-01,1,1,12
123,2023-05-01,2023-05-01,2,0,0
123,2023-05-01,2023-05-01,3,0,0
123,2023-05-01,2023-05-01,4,1,10
123,2023-05-01,2023-05-01,5,1,11
124,2023-09-01,2023-09-01,0,1,15
124,2023-09-01,2023-09-01,1,0,0
125,2023-06-01,2023-06-01,0,1,10
125,2023-06-01,2023-06-01,1,1,12
125,2023-06-01,2023-06-01,2,1,16
125,2023-06-01,2023-06-01,3,1,8
125,2023-06-01,2023-06-01,4,0,0
126,2023-01-01,2023-01-01,0,1,10
126,2023-01-01,2023-01-01,1,1,8
126,2023-01-01,2023-01-01,2,0,0
126,2023-01-01,2023-01-01,3,0,0
126,2023-01-01,2023-01-01,4,0,0
126,2023-01-01,2023-01-01,5,0,0
126,2023-01-01,2023-01-01,6,0,0
126,2023-01-01,2023-01-01,7,0,0
126,2023-01-01,2023-01-01,8,0,0
126,2023-01-01,2023-01-01,9,0,0
127,2023-08-01,2023-08-01,0,1,8
127,2023-08-01,2023-08-01,1,0,0
127,2023-08-01,2023-08-01,2,0,0
128,2023-06-01,2023-06-01,0,1,7
128,2023-06-01,2023-06-01,1,1,16
128,2023-06-01,2023-06-01,2,1,8
128,2023-06-01,2023-06-01,3,1,9
128,2023-06-01,2023-06-01,4,1,13
129,2023-07-01,2023-07-01,0,1,11
129,2023-07-01,2023-07-01,1,1,13
129,2023-07-01,2023-07-01,2,1,5
129,2023-07-01,2023-07-01,3,0,0
130,2023-06-01,2023-06-01,0,1,8
130,2023-06-01,2023-06-01,1,1,14
130,2023-06-01,2023-06-01,2,1,9
130,2023-06-01,2023-06-01,3,0,0
130,2023-06-01,2023-06-01,4,0,0
131,2023-06-01,2023-06-01,0,1,7
131,2023-06-01,2023-06-01,1,1,8
131,2023-06-01,2023-06-01,2,1,13
131,2023-06-01,2023-06-01,3,1,14
131,2023-06-01,2023-06-01,4,0,0
132,2023-01-01,2023-01-01,0,1,11
132,2023-01-01,2023-01-01,1,1,5
132,2023-01-01,2023-01-01,2,1,4
132,2023-01-01,2023-01-01,3,1,4
132,2023-01-01,2023-01-01,4,0,0
132,2023-01-01,2023-01-01,5,0,0
132,2023-01-01,2023-01-01,6,0,0
132,2023-01-01,2023-01-01,7,1,15
132,2023-01-01,2023-01-01,8,0,0
132,2023-01-01,2023-01-01,9,0,0
133,2023-06-01,2023-06-01,0,1,12
133,2023-06-01,2023-06-01,1,1,9
133,2023-06-01,2023-06-01,2,1,15
133,2023-06-01,2023-06-01,3,0,0
133,2023-06-01,2023-06-01,4,1,17
134,2023-08-01,2023-08-01,0,1,9
134,2023-08-01,2023-08-01,1,1,7
134,2023-08-01,2023-08-01,2,0,0
135,2023-04-01,2023-04-01,0,1,12
135,2023-04-01,2023-04-01,1,0,0
135,2023-04-01,2023-04-01,2,1,8
135,2023-04-01,2023-04-01,3,0,0
135,2023-04-01,2023-04-01,4,1,6
135,2023-04-01,2023-04-01,5,0,0
135,2023-04-01,2023-04-01,6,0,0
136,2023-07-01,2023-07-01,0,1,8
136,2023-07-01,2023-07-01,1,1,7
136,2023-07-01,2023-07-01,2,0,0
136,2023-07-01,2023-07-01,3,0,0
137,2023-01-01,2023-01-01,0,1,11
137,2023-01-01,2023-01-01,1,1,10
137,2023-01-01,2023-01-01,2,1,13
137,2023-01-01,2023-01-01,3,0,0
137,2023-01-01,2023-01-01,4,1,5
137,2023-01-01,2023-01-01,5,0,0
137,2023-01-01,2023-01-01,6,0,0
137,2023-01-01,2023-01-01,7,0,0
137,2023-01-01,2023-01-01,8,0,0
137,2023-01-01,2023-01-01,9,0,0
138,2023-04-01,2023-04-01,0,1,11
138,2023-04-01,2023-04-01,1,1,11
138,2023-04-01,2023-04-01,2,0,0
138,2023-04-01,2023-04-01,3,0,0
138,2023-04-01,2023-04-01,4,1,7
138,2023-04-01,2023-04-01,5,1,13
138,2023-04-01,2023-04-01,6,0,0
139,2023-05-01,2023-05-01,0,1,11
139,2023-05-01,2023-05-01,1,1,2
139,2023-05-01,2023-05-01,2,1,10
139,2023-05-01,2023-05-01,3,0,0
139,2023-05-01,2023-05-01,4,0,0
139,2023-05-01,2023-05-01,5,0,0
140,2023-10-01,2023-10-01,0,1,9
141,2023-03-01,2023-03-01,0,1,4
141,2023-03-01,2023-03-01,1,1,8
141,2023-03-01,2023-03-01,2,0,0
141,2023-03-01,2023-03-01,3,1,9
141,2023-03-01,2023-03-01,4,0,0
141,2023-03-01,2023-03-01,5,1,7
141,2023-03-01,2023-03-01,6,0,0
141,2023-03-01,2023-03-01,7,0,0
142,2023-03-01,2023-03-01,0,1,11
142,2023-03-01,2023-03-01,1,1,6
142,2023-03-01,2023-03-01,2,1,14
142,2023-03-01,2023-03-01,3,1,4
142,2023-03-01,2023-03-01,4,0,0
142,2023-03-01,2023-03-01,5,0,0
142,2023-03-01,2023-03-01,6,0,0
142,2023-03-01,2023-03-01,7,0,0
143,2023-05-01,2023-05-01,0,1,14
143,2023-05-01,2023-05-01,1,0,0
143,2023-05-01,2023-05-01,2,0,0
143,2023-05-01,2023-05-01,3,1,7
143,2023-05-01,2023-05-01,4,0,0
143,2023-05-01,2023-05-01,5,1,10
144,2023-10-01,2023-10-01,0,1,14
145,2023-09-01,2023-09-01,0,1,10
145,2023-09-01,2023-09-01,1,1,12
146,2023-01-01,2023-01-01,0,1,9
146,2023-01-01,2023-01-01,1,1,10
146,2023-01-01,2023-01-01,2,0,0
146,2023-01-01,2023-01-01,3,0,0
146,2023-01-01,2023-01-01,4,0,0
146,2023-01-01,2023-01-01,5,0,0
146,2023-01-01,2023-01-01,6,1,11
146,2023-01-01,2023-01-01,7,0,0
146,2023-01-01,2023-01-01,8,0,0
146,2023-01-01,2023-01-01,9,0,0
147,2023-03-01,2023-03-01,0,1,6
147,2023-03-01,2023-03-01,1,0,0
147,2023-03-01,2023-03-01,2,1,12
147,2023-03-01,2023-03-01,3,1,13
147,2023-03-01,2023-03-01,4,0,0
147,2023-03-01,2023-03-01,5,0,0
147,2023-03-01,2023-03-01,6,1,7
147,2023-03-01,2023-03-01,7,0,0
148,2023-09-01,2023-09-01,0,1,10
148,2023-09-01,2023-09-01,1,1,13
149,2023-01-01,2023-01-01,0,1,10
149,2023-01-01,2023-01-01,1,1,16
149,2023-01-01,2023-01-01,2,1,9
149,2023-01-01,2023-01-01,3,0,0
149,2023-01-01,2023-01-01,4,0,0
149,2023-01-01,2023-01-01,5,0,0
149,2023-01-01,2023-01-01,6,0,0
149,2023-01-01,2023-01-01,7,0,0
149,2023-01-01,2023-01-01,8,1,6
149,2023-01-01,2023-01-01,9,0,0
150,2023-09-01,2023-09-01,0,1,12
150,2023-09-01,2023-09-01,1,1,11
151,2023-03-01,2023-03-01,0,1,13
151,2023-03-01,2023-03-01,1,1,8
151,2023-03-01,2023-03-01,2,1,11
151,2023-03-01,2023-03-01,3,0,0
151,2023-03-01,2023-03-01,4,1,7
151,2023-03-01,2023-03-01,5,0,0
151,2023-03-01,2023-03-01,6,0,0
151,2023-03-01,2023-03-01,7,0,0
152,2023-10-01,2023-10-01,0,1,9
153,2023-03-01,2023-03-01,0,1,11
153,2023-03-01,2023-03-01,1,1,11
153,2023-03-01,2023-03-01,2,1,10
153,2023-03-01,2023-03-01,3,0,0
153,2023-03-01,2023-03-01,4,0,0
153,2023-03-01,2023-03-01,5,0,0
153,2023-03-01,2023-03-01,6,1,12
153,2023-03-01,2023-03-01,7,0,0
154,2023-05-01,2023-05-01,0,1,7
154,2023-05-01,2023-05-01,1,1,11
154,2023-05-01,2023-05-01,2,0,0
154,2023-05-01,2023-05-01,3,0,0
154,2023-05-01,2023-05-01,4,1,12
154,2023-05-01,2023-05-01,5,0,0
155,2023-07-01,2023-07-01,0,1,3
155,2023-07-01,2023-07-01,1,1,9
155,2023-07-01,2023-07-01,2,1,7
155,2023-07-01,2023-07-01,3,0,0
156,2023-02-01,2023-02-01,0,1,13
156,2023-02-01,2023-02-01,1,1,13
156,2023-02-01,2023-02-01,2,1,18
156,2023-02-01,2023-02-01,3,0,0
156,2023-02-01,2023-02-01,4,1,14
156,2023-02-01,2023-02-01,5,0,0
156,2023-02-01,2023-02-01,6,0,0
156,2023-02-01,2023-02-01,7,0,0
156,2023-02-01,2023-02-01,8,0,0
157,2023-06-01,2023-06-01,0,1,8
157,2023-06-01,2023-06-01,1,1,16
157,2023-06-01,2023-06-01,2,1,10
157,2023-06-01,2023-06-01,3,0,0
157,2023-06-01,2023-06-01,4,0,0
158,2023-06-01,2023-06-01,0,1,6
158,2023-06-01,2023-06-01,1,1,7
158,2023-06-01,2023-06-01,2,1,9
158,2023-06-01,2023-06-01,3,1,11
158,2023-06-01,2023-06-01,4,0,0
159,2023-08-01,2023-08-01,0,1,12
159,2023-08-01,2023-08-01,1,1,11
159,2023-08-01,2023-08-01,2,1,10
160,2023-10-01,2023-10-01,0,1,8
161,2023-07-01,2023-07-01,0,1,10
161,2023-07-01,2023-07-01,1,1,6
161,2023-07-01,2023-07-01,2,0,0
161,2023-07-01,2023-07-01,3,1,10
162,2023-05-01,2023-05-01,0,1,17
162,2023-05-01,2023-05-01,1,1,10
162,2023-05-01,2023-05-01,2,1,12
162,2023-05-01,2023-05-01,3,0,0
162,2023-05-01,2023-05-01,4,0,0
162,2023-05-01,2023-05-01,5,0,0
163,2023-05-01,2023-05-01,0,1,2
163,2023-05-01,2023-05-01,1,1,10
163,2023-05-01,2023-05-01,2,1,10
163,2023-05-01,2023-05-01,3,1,14
163,2023-05-01,2023-05-01,4,1,4
163,2023-05-01,2023-05-01,5,0,0
164,2023-05-01,2023-05-01,0,1,9
164,2023-05-01,2023-05-01,1,1,9
164,2023-05-01,2023-05-01,2,1,6
164,2023-05-01,2023-05-01,3,1,5
164,2023-05-01,2023-05-01,4,1,17
164,2023-05-01,2023-05-01,5,0,0
165,2023-09-01,2023-09-01,0,1,10
165,2023-09-01,2023-09-01,1,0,0
166,2023-04-01,2023-04-01,0,1,6
166,2023-04-01,2023-04-01,1,1,12
166,2023-04-01,2023-04-01,2,1,13
166,2023-04-01,2023-04-01,3,1,8
166,2023-04-01,2023-04-01,4,0,0
166,2023-04-01,2023-04-01,5,1,11
166,2023-04-01,2023-04-01,6,0,0
167,2023-02-01,2023-02-01,0,1,8
167,2023-02-01,2023-02-01,1,1,5
167,2023-02-01,2023-02-01,2,1,11
167,2023-02-01,2023-02-01,3,0,0
167,2023-02-01,2023-02-01,4,0,0
167,2023-02-01,2023-02-01,5,0,0
167,2023-02-01,2023-02-01,6,1,7
167,2023-02-01,2023-02-01,7,0,0
167,2023-02-01,2023-02-01,8,0,0
168,2023-04-01,2023-04-01,0,1,14
168,2023-04-01,2023-04-01,1,1,13
168,2023-04-01,2023-04-01,2,1,16
168,2023-04-01,2023-04-01,3,1,5
168,2023-04-01,2023-04-01,4,1,9
168,2023-04-01,2023-04-01,5,0,0
168,2023-04-01,2023-04-01,6,0,0
169,2023-01-01,2023-01-01,0,1,4
169,2023-01-01,2023-01-01,1,1,11
169,2023-01-01,2023-01-01,2,1,10
169,2023-01-01,2023-01-01,3,0,0
169,2023-01-01,2023-01-01,4,0,0
169,2023-01-01,2023-01-01,5,1,12
169,2023-01-01,2023-01-01,6,1,14
169,2023-01-01,2023-01-01,7,0,0
169,2023-01-01,2023-01-01,8,0,0
169,2023-01-01,2023-01-01,9,0,0
170,2023-02-01,2023-02-01,0,1,7
170,2023-02-01,2023-02-01,1,1,9
170,2023-02-01,2023-02-01,2,1,14
170,2023-02-01,2023-02-01,3,1,14
170,2023-02-01,2023-02-01,4,0,0
170,2023-02-01,2023-02-01,5,0,0
170,2023-02-01,2023-02-01,6,1,12
170,2023-02-01,2023-02-01,7,1,7
170,2023-02-01,2023-02-01,8,0,0
171,2023-01-01,2023-01-01,0,1,20
171,2023-01-01,2023-01-01,1,1,7
171,2023-01-01,2023-01-01,2,1,10
171,2023-01-01,2023-01-01,3,0,0
171,2023-01-01,2023-01-01,4,0,0
171,2023-01-01,2023-01-01,5,0,0
171,2023-01-01,2023-01-01,6,0,0
171,2023-01-01,2023-01-01,7,0,0
171,2023-01-01,2023-01-01,8,0,0
171,2023-01-01,2023-01-01,9,0,0
172,2023-08-01,2023-08-01,0,1,15
172,2023-08-01,2023-08-01,1,1,10
172,2023-08-01,2023-08-01,2,0,0
173,2023-08-01,2023-08-01,0,1,10
173,2023-08-01,2023-08-01,1,1,12
173,2023-08-01,2023-08-01,2,0,0
174,2023-07-01,2023-07-01,0,1,14
174,2023-07-01,2023-07-01,1,1,9
174,2023-07-01,2023-07-01,2,0,0
174,2023-07-01,2023-07-01,3,0,0
175,2023-05-01,2023-05-01,0,1,10
175,2023-05-01,2023-05-01,1,1,12
175,2023-05-01,2023-05-01,2,1,5
175,2023-05-01,2023-05-01,3,0,0
175,2023-05-01,2023-05-01,4,1,9
175,2023-05-01,2023-05-01,5,1,8
176,2023-08-01,2023-08-01,0,1,10
176,2023-08-01,2023-08-01,1,0,0
176,2023-08-01,2023-08-01,2,0,0
177,2023-02-01,2023-02-01,0,1,5
177,2023-02-01,2023-02-01,1,1,7
177,2023-02-01,2023-02-01,2,1,9
177,2023-02-01,2023-02-01,3,0,0
177,2023-02-01,2023-02-01,4,1,11
177,2023-02-01,2023-02-01,5,0,0
177,2023-02-01,2023-02-01,6,0,0
177,2023-02-01,2023-02-01,7,0,0
177,2023-02-01,2023-02-01,8,1,10
178,2023-10-01,2023-10-01,0,1,11
179,2023-06-01,2023-06-01,0,1,7
179,2023-06-01,2023-06-01,1,1,7
179,2023-06-01,2023-06-01,2,0,0
179,2023-06-01,2023-06-01,3,1,12
179,2023-06-01,2023-06-01,4,0,0
180,2023-10-01,2023-10-01,0,1,10
181,2023-02-01,2023-02-01,0,1,11
181,2023-02-01,2023-02-01,1,1,8
181,2023-02-01,2023-02-01,2,0,0
181,2023-02-01,2023-02-01,3,1,10
181,2023-02-01,2023-02-01,4,1,12
181,2023-02-01,2023-02-01,5,0,0
181,2023-02-01,2023-02-01,6,0,0
181,2023-02-01,2023-02-01,7,0,0
181,2023-02-01,2023-02-01,8,0,0
182,2023-05-01,2023-05-01,0,1,11
182,2023-05-01,2023-05-01,1,1,9
182,2023-05-01,2023-05-01,2,1,9
182,2023-05-01,2023-05-01,3,0,0
182,2023-05-01,2023-05-01,4,0,0
182,2023-05-01,2023-05-01,5,0,0
183,2023-07-01,2023-07-01,0,1,7
183,2023-07-01,2023-07-01,1,1,9
183,2023-07-01,2023-07-01,2,1,13
183,2023-07-01,2023-07-01,3,1,16
184,2023-05-01,2023-05-01,0,1,9
184,2023-05-01,2023-05-01,1,1,9
184,2023-05-01,2023-05-01,2,0,0
184,2023-05-01,2023-05-01,3,0,0
184,2023-05-01,2023-05-01,4,0,0
184,2023-05-01,2023-05-01,5,0,0
185,2023-05-01,2023-05-01,0,1,9
185,2023-05-01,2023-05-01,1,1,10
185,2023-05-01,2023-05-01,2,0,0
185,2023-05-01,2023-05-01,3,0,0
185,2023-05-01,2023-05-01,4,0,0
185,2023-05-01,2023-05-01,5,0,0
186,2023-02-01,2023-02-01,0,1,9
186,2023-02-01,2023-02-01,1,0,0
186,2023-02-01,2023-02-01,2,0,0
186,2023-02-01,2023-02-01,3,0,0
186,2023-02-01,2023-02-01,4,0,0
186,2023-02-01,2023-02-01,5,0,0
186,2023-02-01,2023-02-01,6,0,0
186,2023-02-01,2023-02-01,7,0,0
186,2023-02-01,2023-02-01,8,0,0
187,2023-04-01,2023-04-01,0,1,16
187,2023-04-01,2023-04-01,1,0,0
187,2023-04-01,2023-04-01,2,0,0
187,2023-04-01,2023-04-01,3,1,11
187,2023-04-01,2023-04-01,4,1,7
187,2023-04-01,2023-04-01,5,0,0
187,2023-04-01,2023-04-01,6,0,0
188,2023-03-01,2023-03-01,0,1,16
188,2023-03-01,2023-03-01,1,1,9
188,2023-03-01,2023-03-01,2,1,11
188,2023-03-01,2023-03-01,3,0,0
188,2023-03-01,2023-03-01,4,0,0
188,2023-03-01,2023-03-01,5,0,0
188,2023-03-01,2023-03-01,6,0,0
188,2023-03-01,2023-03-01,7,0,0
189,2023-04-01,2023-04-01,0,1,6
189,2023-04-01,2023-04-01,1,0,0
189,2023-04-01,2023-04-01,2,1,12
189,2023-04-01,2023-04-01,3,0,0
189,2023-04-01,2023-04-01,4,1,11
189,2023-04-01,2023-04-01,5,0,0
189,2023-04-01,2023-04-01,6,1,12
190,2023-07-01,2023-07-01,0,1,8
190,2023-07-01,2023-07-01,1,1,7
190,2023-07-01,2023-07-01,2,0,0
190,2023-07-01,2023-07-01,3,0,0
191,2023-07-01,2023-07-01,0,1,9
191,2023-07-01,2023-07-01,1,1,10
191,2023-07-01,2023-07-01,2,0,0
191,2023-07-01,2023-07-01,3,0,0
192,2023-07-01,2023-07-01,0,1,5
192,2023-07-01,2023-07-01,1,1,10
192,2023-07-01,2023-07-01,2,0,0
192,2023-07-01,2023-07-01,3,1,7
193,2023-04-01,2023-04-01,0,1,11
193,2023-04-01,2023-04-01,1,1,10
193,2023-04-01,2023-04-01,2,1,12
193,2023-04-01,2023-04-01,3,1,11
193,2023-04-01,2023-04-01,4,0,0
193,2023-04-01,2023-04-01,5,0,0
193,2023-04-01,2023-04-01,6,0,0
194,2023-10-01,2023-10-01,0,1,7
195,2023-01-01,2023-01-01,0,1,10
195,2023-01-01,2023-01-01,1,1,8
195,2023-01-01,2023-01-01,2,1,10
195,2023-01-01,2023-01-01,3,0,0
195,2023-01-01,2023-01-01,4,1,11
195,2023-01-01,2023-01-01,5,1,5
195,2023-01-01,2023-01-01,6,0,0
195,2023-01-01,2023-01-01,7,0,0
195,2023-01-01,2023-01-01,8,0,0
195,2023-01-01,2023-01-01,9,0,0
196,2023-04-01,2023-04-01,0,1,8
196,2023-04-01,2023-04-01,1,1,12
196,2023-04-01,2023-04-01,2,1,17
196,2023-04-01,2023-04-01,3,0,0
196,2023-04-01,2023-04-01,4,0,0
196,2023-04-01,2023-04-01,5,0,0
196,2023-04-01,2023-04-01,6,0,0
197,2023-02-01,2023-02-01,0,1,10
197,2023-02-01,2023-02-01,1,1,6
197,2023-02-01,2023-02-01,2,1,11
197,2023-02-01,2023-02-01,3,1,4
197,2023-02-01,2023-02-01,4,0,0
197,2023-02-01,2023-02-01,5,1,12
197,2023-02-01,2023-02-01,6,0,0
197,2023-02-01,2023-02-01,7,0,0
197,2023-02-01,2023-02-01,8,0,0
198,2023-04-01,2023-04-01,0,1,9
198,2023-04-01,2023-04-01,1,1,9
198,2023-04-01,2023-04-01,2,1,10
198,2023-04-01,2023-04-01,3,1,5
198,2023-04-01,2023-04-01,4,1,11
198,2023-04-01,2023-04-01,5,0,0
198,2023-04-01,2023-04-01,6,0,0
199,2023-10-01,2023-10-01,0,1,7
200,2023-04-01,2023-04-01,0,1,11
200,2023-04-01,2023-04-01,1,1,14
200,2023-04-01,2023-04-01,2,1,9
200,2023-04-01,2023-04-01,3,1,9
200,2023-04-01,2023-04-01,4,1,13
200,2023-04-01,2023-04-01,5,1,15
200,2023-04-01,2023-04-01,6,0,0
201,2023-10-01,2023-10-01,0,1,11
202,2023-05-01,2023-05-01,0,1,7
202,2023-05-01,2023-05-01,1,1,8
202,2023-05-01,2023-05-01,2,1,10
202,2023-05-01,2023-05-01,3,0,0
202,2023-05-01,2023-05-01,4,0,0
202,2023-05-01,2023-05-01,5,0,0
203,2023-07-01,2023-07-01,0,1,13
203,2023-07-01,2023-07-01,1,1,8
203,2023-07-01,2023-07-01,2,0,0
203,2023-07-01,2023-07-01,3,1,8
204,2023-05-01,2023-05-01,0,1,12
204,2023-05-01,2023-05-01,1,1,11
204,2023-05-01,2023-05-01,2,1,8
204,2023-05-01,2023-05-01,3,0,0
204,2023-05-01,2023-05-01,4,0,0
204,2023-05-01,2023-05-01,5,0,0
205,2023-03-01,2023-03-01,0,1,9
205,2023-03-01,2023-03-01,1,1,10
205,2023-03-01,2023-03-01,2,1,16
205,2023-03-01,2023-03-01,3,1,5
205,2023-03-01,2023-03-01,4,1,9
205,2023-03-01,2023-03-01,5,0,0
205,2023-03-01,2023-03-01,6,1,11
205,2023-03-01,2023-03-01,7,0,0
206,2023-08-01,2023-08-01,0,1,14
206,2023-08-01,2023-08-01,1,0,0
206,2023-08-01,2023-08-01,2,1,8
207,2023-10-01,2023-10-01,0,1,7
208,2023-03-01,2023-03-01,0,1,4
208,2023-03-01,2023-03-01,1,1,18
208,2023-03-01,2023-03-01,2,1,11
208,2023-03-01,2023-03-01,3,0,0
208,2023-03-01,2023-03-01,4,0,0
208,2023-03-01,2023-03-01,5,0,0
208,2023-03-01,2023-03-01,6,0,0
208,2023-03-01,2023-03-01,7,1,12
209,2023-08-01,2023-08-01,0,1,9
209,2023-08-01,2023-08-01,1,1,16
209,2023-08-01,2023-08-01,2,1,6
210,2023-03-01,2023-03-01,0,1,14
210,2023-03-01,2023-03-01,1,1,7
210,2023-03-01,2023-03-01,2,1,12
210,2023-03-01,2023-03-01,3,0,0
210,2023-03-01,2023-03-01,4,0,0
210,2023-03-01,2023-03-01,5,0,0
210,2023-03-01,2023-03-01,6,0,0
210,2023-03-01,2023-03-01,7,1,15
211,2023-08-01,2023-08-01,0,1,16
211,2023-08-01,2023-08-01,1,0,0
211,2023-08-01,2023-08-01,2,0,0
212,2023-08-01,2023-08-01,0,1,5
212,2023-08-01,2023-08-01,1,1,11
212,2023-08-01,2023-08-01,2,1,8
213,2023-05-01,2023-05-01,0,1,8
213,2023-05-01,2023-05-01,1,1,12
213,2023-05-01,2023-05-01,2,1,12
213,2023-05-01,2023-05-01,3,1,10
213,2023-05-01,2023-05-01,4,0,0
213,2023-05-01,2023-05-01,5,0,0
214,2023-08-01,2023-08-01,0,1,5
214,2023-08-01,2023-08-01,1,0,0
214,2023-08-01,2023-08-01,2,1,8
215,2023-03-01,2023-03-01,0,1,8
215,2023-03-01,2023-03-01,1,1,8
215,2023-03-01,2023-03-01,2,1,10
215,2023-03-01,2023-03-01,3,0,0
215,2023-03-01,2023-03-01,4,0,0
215,2023-03-01,2023-03-01,5,1,5
215,2023-03-01,2023-03-01,6,0,0
215,2023-03-01,2023-03-01,7,0,0
216,2023-01-01,2023-01-01,0,1,4
216,2023-01-01,2023-01-01,1,1,7
216,2023-01-01,2023-01-01,2,1,17
216,2023-01-01,2023-01-01,3,1,11
216,2023-01-01,2023-01-01,4,1,10
216,2023-01-01,2023-01-01,5,0,0
216,2023-01-01,2023-01-01,6,0,0
216,2023-01-01,2023-01-01,7,0,0
216,2023-01-01,2023-01-01,8,0,0
216,2023-01-01,2023-01-01,9,0,0
217,2023-01-01,2023-01-01,0,1,5
217,2023-01-01,2023-01-01,1,1,11
217,2023-01-01,2023-01-01,2,0,0
217,2023-01-01,2023-01-01,3,0,0
217,2023-01-01,2023-01-01,4,0,0
217,2023-01-01,2023-01-01,5,0,0
217,2023-01-01,2023-01-01,6,0,0
217,2023-01-01,2023-01-01,7,0,0
217,2023-01-01,2023-01-01,8,0,0
217,2023-01-01,2023-01-01,9,1,13
218,2023-05-01,2023-05-01,0,1,10
218,2023-05-01,2023-05-01,1,1,8
218,2023-05-01,2023-05-01,2,1,12
218,2023-05-01,2023-05-01,3,0,0
218,2023-05-01,2023-05-01,4,0,0
218,2023-05-01,2023-05-01,5,0,0
219,2023-10-01,2023-10-01,0,1,16
220,2023-02-01,2023-02-01,0,1,11
220,2023-02-01,2023-02-01,1,0,0
220,2023-02-01,2023-02-01,2,1,5
220,2023-02-01,2023-02-01,3,0,0
220,2023-02-01,2023-02-01,4,0,0
220,2023-02-01,2023-02-01,5,0,0
220,2023-02-01,2023-02-01,6,0,0
220,2023-02-01,2023-02-01,7,0,0
220,2023-02-01,2023-02-01,8,0,0
221,2023-05-01,2023-05-01,0,1,14
221,2023-05-01,2023-05-01,1,1,10
221,2023-05-01,2023-05-01,2,1,8
221,2023-05-01,2023-05-01,3,0,0
221,2023-05-01,2023-05-01,4,0,0
221,2023-05-01,2023-05-01,5,0,0
222,2023-08-01,2023-08-01,0,1,10
222,2023-08-01,2023-08-01,1,1,10
222,2023-08-01,2023-08-01,2,1,6
223,2023-03-01,2023-03-01,0,1,10
223,2023-03-01,2023-03-01,1,1,11
223,2023-03-01,2023-03-01,2,1,10
223,2023-03-01,2023-03-01,3,1,10
223,2023-03-01,2023-03-01,4,1,8
223,2023-03-01,2023-03-01,5,0,0
223,2023-03-01,2023-03-01,6,0,0
223,2023-03-01,2023-03-01,7,0,0
224,2023-08-01,2023-08-01,0,1,8
224,2023-08-01,2023-08-01,1,1,6
224,2023-08-01,2023-08-01,2,1,6
225,2023-04-01,2023-04-01,0,1,9
225,2023-04-01,2023-04-01,1,1,8
225,2023-04-01,2023-04-01,2,1,10
225,2023-04-01,2023-04-01,3,1,9
225,2023-04-01,2023-04-01,4,0,0
225,2023-04-01,2023-04-01,5,0,0
225,2023-04-01,2023-04-01,6,1,16
226,2023-09-01,2023-09-01,0,1,11
226,2023-09-01,2023-09-01,1,1,10
227,2023-06-01,2023-06-01,0,1,10
227,2023-06-01,2023-06-01,1,1,5
227,2023-06-01,2023-06-01,2,0,0
227,2023-06-01,2023-06-01,3,0,0
227,2023-06-01,2023-06-01,4,0,0
228,2023-06-01,2023-06-01,0,1,8
228,2023-06-01,2023-06-01,1,1,13
228,2023-06-01,2023-06-01,2,1,14
228,2023-06-01,2023-06-01,3,1,9
228,2023-06-01,2023-06-01,4,0,0
229,2023-02-01,2023-02-01,0,1,11
229,2023-02-01,2023-02-01,1,1,7
229,2023-02-01,2023-02-01,2,1,8
229,2023-02-01,2023-02-01,3,0,0
229,2023-02-01,2023-02-01,4,0,0
229,2023-02-01,2023-02-01,5,0,0
229,2023-02-01,2023-02-01,6,0,0
229,2023-02-01,2023-02-01,7,0,0
229,2023-02-01,2023-02-01,8,0,0
230,2023-05-01,2023-05-01,0,1,14
230,2023-05-01,2023-05-01,1,1,13
230,2023-05-01,2023-05-01,2,1,12
230,2023-05-01,2023-05-01,3,0,0
230,2023-05-01,2023-05-01,4,0,0
230,2023-05-01,2023-05-01,5,1,15
231,2023-09-01,2023-09-01,0,1,13
231,2023-09-01,2023-09-01,1,1,11
232,2023-01-01,2023-01-01,0,1,9
232,2023-01-01,2023-01-01,1,1,9
232,2023-01-01,2023-01-01,2,1,16
232,2023-01-01,2023-01-01,3,0,0
232,2023-01-01,2023-01-01,4,1,14
232,2023-01-01,2023-01-01,5,0,0
232,2023-01-01,2023-01-01,6,0,0
232,2023-01-01,2023-01-01,7,0,0
232,2023-01-01,2023-01-01,8,0,0
232,2023-01-01,2023-01-01,9,0,0
233,2023-08-01,2023-08-01,0,1,10
233,2023-08-01,2023-08-01,1,0,0
233,2023-08-01,2023-08-01,2,1,11
